6.301	6.098	0	5.988	5.973	6.191	5.918
2.098	1.988	2.023	2	2.113	2.172	2.02
2.059	1.957	1.965	1.953	2.023	2.07	1.945
7.02	6.691	0	0	6.406	6.508	5.945
7.031	6.797	6.594	6.562	6.598	6.68	5.953
6.934	6.773	6.629	6.574	6.453	6.535	6.176
6.852	6.633	6.625	6.504	6.551	6.816	6.074
7.012	6.691	6.559	6.477	6.484	6.621	6.027
2.578	2.477	2.445	0	2.57	2.688	2.641
0	5.359	5.258	5.285	5.262	5.305	4.703

4.117	3.992	3.879	3.82	3.77	3.562	3.66
4.48	4.32	4.262	4.094	4	3.848	3.836
6.848	6.672	6.426	6.176	6.023	5.73	5.039
6.988	6.582	6.418	6.227	6.062	5.879	5.098
6.188	5.883	5.727	5.578	5.477	5.395	4.926
6.355	6.012	5.859	5.762	5.645	5.457	4.918
0	4.914	4.879	4.742	4.77	4.91	4.559
6.457	6.168	0	5.723	5.633	5.488	5.145
6.02	5.684	5.703	5.5	5.344	5.27	5.016
4.859	4.727	4.648	4.586	4.531	4.488	4.008
5.719	5.605	5.422	5.148	5.094	4.918	4.328
5.863	5.656	5.406	5.258	5.195	4.965	4.418
4.566	4.273	4.344	4.219	4.137	4.078	3.57
5.156	4.906	4.762	4.676	4.566	4.41	3.781
5.105	4.891	4.754	4.609	4.492	4.305	3.859
4.738	4.535	4.527	4.508	4.332	4.16	3.664
5.84	5.559	5.43	5.43	5.352	5.281	4.691
6.43	6.027	5.945	5.84	5.699	5.523	4.863
6.184	5.93	5.824	5.758	5.629	5.461	4.746
5.016	4.688	4.699	4.668	4.613	4.559	3.973
6.539	6.219	6.039	5.883	5.824	5.594	5.059
6.293	6.027	5.914	5.793	5.613	5.551	4.898
1.816	1.777	1.719	1.715	1.734	1.742	1.641
2.027	1.918	1.922	1.902	1.859	1.871	1.695
6.711	6.629	6.398	6.172	6.074	5.938	5.258
4.727	4.668	4.543	4.531	4.512	4.441	3.973
7.16	7.016	6.695	6.488	6.359	6.164	5.387
2.945	0	2.66	2.645	2.652	2.602	2.531
5.641	5.457	5.277	5.109	4.965	4.918	4.254
4.23	4.043	3.98	3.887	3.789	3.656	3.633
4.395	4.23	4.059	4.008	3.875	3.703	3.645
6.07	6.188	5.945	5.73	5.617	5.363	4.75
0	6.812	6.57	6.441	0	5.871	5.16
5.246	5	4.902	4.82	0	4.641	4.406
6.285	5.988	5.836	5.824	5.719	5.477	5
5.383	5.152	5	4.922	4.902	4.953	4.672
6.188	5.883	5.711	5.637	5.496	5.387	5.102
6.285	6.098	5.77	5.672	5.602	5.508	5.188
4.676	4.582	4.363	4.406	4.301	4.25	3.809
5.695	5.504	5.32	5.129	5.02	4.777	4.234
5.516	5.438	5.312	5.02	4.961	4.824	4.172
4.926	0	4.484	4.488	4.438	4.281	3.98
5.43	5.09	4.957	4.84	4.68	4.5	3.934
5.137	4.789	4.695	4.699	4.539	4.426	3.996
4.336	4.066	4.059	0	3.973	3.895	3.496
5.395	5.293	5.137	5.148	5.02	4.973	4.367
6.312	6.043	5.801	5.754	5.68	5.559	4.844
6.363	6.172	5.965	5.898	5.766	5.543	4.941
6.18	5.941	5.812	5.789	5.625	5.551	4.844
6.332	6.074	6.148	5.781	5.77	5.578	4.961
5.918	5.723	0	5.531	5.406	5.34	4.73
2.129	2.004	2.004	1.934	1.98	1.965	1.773
2.062	1.941	1.93	1.895	1.91	1.887	1.742
5.488	5.25	0	0	5.008	4.98	4.473
7.145	6.848	6.57	6.398	6.246	6.09	5.281
6.805	6.613	6.445	6.316	6.078	5.973	5.473
6.973	6.691	6.59	6.316	6.148	6.141	5.312
6.602	6.289	6.137	5.992	5.859	5.793	5.156
2.559	2.449	2.395	0	2.422	2.449	2.355
0	5.375	5.215	5.148	4.98	4.871	4.188

4.246	4.09	3.953	3.836	3.68	3.32	3.344
4.594	4.41	4.336	4.129	3.918	3.645	3.543
6.984	6.785	6.508	6.223	5.941	5.496	4.707
7.121	6.688	6.496	6.25	5.969	5.547	4.668
6.348	6.016	5.809	5.609	5.395	5.094	4.582
6.57	6.156	5.953	5.797	5.57	5.109	4.578
0	5.109	5.023	4.809	4.746	4.746	4.355
6.629	6.289	0	5.762	5.609	5.367	4.996
6.184	5.801	5.789	5.52	5.293	5.098	4.816
5.055	4.891	4.777	4.633	4.512	4.363	3.867
5.875	5.707	5.504	5.168	5.055	4.805	4.195
5.984	5.754	5.465	5.281	5.156	4.84	4.285
4.742	4.398	4.438	4.246	4.051	3.699	3.211
5.27	4.984	4.812	4.676	4.473	4.145	3.5
5.23	4.992	4.824	4.617	4.398	3.941	3.496
4.848	4.625	4.578	4.504	4.211	3.781	3.305
5.98	5.668	5.488	5.441	5.254	4.965	4.375
6.523	6.094	5.98	5.84	5.633	5.336	4.648
6.293	6.008	5.875	5.742	5.523	5.129	4.43
5.168	4.812	4.77	4.695	4.531	4.238	3.668
6.629	6.301	6.094	5.891	5.762	5.406	4.84
6.398	6.105	5.953	5.793	5.504	5.23	4.582
1.879	1.824	1.762	1.73	1.719	1.699	1.582
2.086	1.973	1.949	1.91	1.848	1.82	1.645
6.918	6.789	6.504	6.207	6.012	5.758	5.066
4.949	4.852	4.672	4.602	4.496	4.32	3.828
7.328	7.141	6.781	6.516	6.312	6.043	5.234
3.051	0	2.723	2.672	2.637	2.535	2.43
5.734	5.543	5.336	5.121	4.926	4.809	4.129
4.375	4.148	4.027	3.918	3.723	3.441	3.305
4.562	4.344	4.152	4.012	3.793	3.465	3.352
6.258	6.359	6.012	5.805	5.531	4.984	4.367
0	6.961	6.586	6.492	0	5.559	4.762
5.445	5.121	5.059	4.891	0	4.363	4.113
6.418	6.113	5.938	5.836	5.676	5.121	4.613
5.523	5.305	5.082	4.969	4.902	4.773	4.445
6.391	6.016	5.836	5.688	5.465	5.254	4.906
6.426	6.262	5.887	5.711	5.527	5.281	5.004
4.918	4.758	4.492	4.492	4.281	4.176	3.684
5.871	5.605	5.383	5.172	5.023	4.758	4.125
5.629	5.641	5.344	5.105	4.949	4.734	4.078
5.062	0	4.598	4.508	4.336	3.969	3.59
5.516	5.18	4.949	4.824	4.57	4.254	3.656
5.281	4.902	4.77	4.715	4.449	4.07	3.621
4.504	4.203	4.164	0	3.898	3.578	3.137
5.531	5.398	5.207	5.176	4.926	4.664	4.055
6.398	6.102	5.824	5.75	5.59	5.305	4.562
6.461	6.25	6.004	5.895	5.66	5.246	4.613
6.293	6.035	5.859	5.785	5.535	5.273	4.531
6.422	6.141	6.199	5.777	5.676	5.305	4.684
6.051	5.82	0	5.539	5.312	5.027	4.41
2.176	2.035	2.031	1.949	1.965	1.918	1.719
2.105	1.977	1.953	1.898	1.883	1.848	1.684
5.742	5.449	0	0	4.988	4.855	4.309
7.312	6.977	6.66	6.43	6.203	5.945	5.121
6.996	6.781	6.559	6.355	6.035	5.816	5.285
7.137	6.812	6.684	6.34	6.109	6.012	5.16
6.812	6.457	6.254	6.035	5.809	5.625	4.953
2.637	2.5	2.441	0	2.398	2.395	2.281
0	5.461	5.281	5.168	4.949	4.77	4.07

4.246	4.09	3.953	3.836	3.68	3.32	3.344
4.594	4.41	4.336	4.129	3.918	3.645	3.543
6.984	6.785	6.508	6.223	5.941	5.496	4.707
7.121	6.688	6.496	6.25	5.969	5.547	4.668
6.348	6.016	5.809	5.609	5.395	5.094	4.582
6.57	6.156	5.953	5.797	5.57	5.109	4.578
0	5.109	5.023	4.809	4.746	4.746	4.355
6.629	6.289	0	5.762	5.609	5.367	4.996
6.184	5.801	5.789	5.52	5.293	5.098	4.816
5.055	4.891	4.777	4.633	4.512	4.363	3.867
5.875	5.707	5.504	5.168	5.055	4.805	4.195
5.984	5.754	5.465	5.281	5.156	4.84	4.285
4.742	4.398	4.438	4.246	4.051	3.699	3.211
5.27	4.984	4.812	4.676	4.473	4.145	3.5
5.23	4.992	4.824	4.617	4.398	3.941	3.496
4.848	4.625	4.578	4.504	4.211	3.781	3.305
5.98	5.668	5.488	5.441	5.254	4.965	4.375
6.523	6.094	5.98	5.84	5.633	5.336	4.648
6.293	6.008	5.875	5.742	5.523	5.129	4.43
5.168	4.812	4.77	4.695	4.531	4.238	3.668
6.629	6.301	6.094	5.891	5.762	5.406	4.84
6.398	6.105	5.953	5.793	5.504	5.23	4.582
1.879	1.824	1.762	1.73	1.719	1.699	1.582
2.086	1.973	1.949	1.91	1.848	1.82	1.645
6.918	6.789	6.504	6.207	6.012	5.758	5.066
4.949	4.852	4.672	4.602	4.496	4.32	3.828
7.328	7.141	6.781	6.516	6.312	6.043	5.234
3.051	0	2.723	2.672	2.637	2.535	2.43
5.734	5.543	5.336	5.121	4.926	4.809	4.129
4.375	4.148	4.027	3.918	3.723	3.441	3.305
4.562	4.344	4.152	4.012	3.793	3.465	3.352
6.258	6.359	6.012	5.805	5.531	4.984	4.367
0	6.961	6.586	6.492	0	5.559	4.762
5.445	5.121	5.059	4.891	0	4.363	4.113
6.418	6.113	5.938	5.836	5.676	5.121	4.613
5.523	5.305	5.082	4.969	4.902	4.773	4.445
6.391	6.016	5.836	5.688	5.465	5.254	4.906
6.426	6.262	5.887	5.711	5.527	5.281	5.004
4.918	4.758	4.492	4.492	4.281	4.176	3.684
5.871	5.605	5.383	5.172	5.023	4.758	4.125
5.629	5.641	5.344	5.105	4.949	4.734	4.078
5.062	0	4.598	4.508	4.336	3.969	3.59
5.516	5.18	4.949	4.824	4.57	4.254	3.656
5.281	4.902	4.77	4.715	4.449	4.07	3.621
4.504	4.203	4.164	0	3.898	3.578	3.137
5.531	5.398	5.207	5.176	4.926	4.664	4.055
6.398	6.102	5.824	5.75	5.59	5.305	4.562
6.461	6.25	6.004	5.895	5.66	5.246	4.613
6.293	6.035	5.859	5.785	5.535	5.273	4.531
6.422	6.141	6.199	5.777	5.676	5.305	4.684
6.051	5.82	0	5.539	5.312	5.027	4.41
2.176	2.035	2.031	1.949	1.965	1.918	1.719
2.105	1.977	1.953	1.898	1.883	1.848	1.684
5.742	5.449	0	0	4.988	4.855	4.309
7.312	6.977	6.66	6.43	6.203	5.945	5.121
6.996	6.781	6.559	6.355	6.035	5.816	5.285
7.137	6.812	6.684	6.34	6.109	6.012	5.16
6.812	6.457	6.254	6.035	5.809	5.625	4.953
2.637	2.5	2.441	0	2.398	2.395	2.281
0	5.461	5.281	5.168	4.949	4.77	4.07

4.516	4.352	4.211	4.168	4.215	4.215	4.645
4.695	4.531	4.453	4.328	4.316	4.414	4.707
7.055	6.859	6.598	6.391	6.324	6.355	6.145
7.215	6.777	6.605	6.43	6.387	6.516	6.227
6.441	6.09	5.906	5.785	5.777	5.953	5.891
6.656	6.266	6.078	5.996	6.008	6.098	6.035
0	5.977	5.875	5.656	5.719	6	5.734
6.625	6.297	0	5.871	5.867	5.902	5.758
6.266	5.895	5.895	5.711	5.645	5.742	5.684
5.559	5.363	5.234	5.141	5.125	5.172	4.703
5.883	5.738	5.539	5.281	5.309	5.262	4.73
5.996	5.773	5.492	5.387	5.41	5.305	4.852
5.395	5.016	5.074	4.938	4.957	5.199	5.031
5.34	5.055	4.898	4.859	4.875	5.043	4.805
5.34	5.094	4.949	4.82	4.82	4.93	4.965
5.18	4.941	4.906	4.914	4.84	4.965	4.836
6.438	6.098	5.91	5.914	5.914	6.074	5.777
6.547	6.117	6.035	5.965	5.926	6.008	5.719
6.43	6.145	6.027	5.973	5.953	6.047	5.695
6.371	5.941	5.902	5.852	5.824	5.988	5.703
6.664	6.324	6.141	6.012	6.066	6.062	5.926
6.477	6.176	6.043	5.969	5.879	6.086	5.82
2.109	2.055	1.977	1.969	2	2.047	1.953
2.113	1.992	1.984	1.973	1.973	2.023	1.879
7.074	6.934	6.676	6.465	6.465	6.488	5.895
6.844	6.715	6.434	6.344	6.336	6.32	5.766
7.332	7.156	6.812	6.637	6.621	6.621	5.926
3.293	0	2.934	2.91	2.941	2.938	2.91
5.77	5.562	5.379	5.223	5.148	5.203	4.605
4.645	4.402	4.309	4.238	4.281	4.387	4.559
4.668	4.52	4.324	4.277	4.285	4.363	4.586
6.629	6.766	6.375	6.23	6.219	6.164	6.035
0	7.113	6.844	6.762	0	6.504	6.336
6.324	5.973	5.828	5.727	0	5.848	5.965
6.504	6.16	5.973	5.973	6.07	5.973	5.969
6.102	5.863	5.648	5.504	5.59	5.742	5.641
6.387	6.051	5.867	5.812	5.746	5.855	5.727
6.461	6.254	5.941	5.824	5.797	5.922	5.848
5.656	5.48	5.238	5.176	5.055	5.191	4.664
5.824	5.562	5.434	5.285	5.203	5.176	4.625
5.719	5.609	5.426	5.211	5.215	5.156	4.648
5.449	0	4.961	4.969	4.945	5.137	5.207
5.543	5.215	5.062	5.023	5.004	5.152	4.988
5.48	5.09	4.969	5	4.938	5.137	5.191
5.223	4.879	4.836	0	4.82	5.004	4.988
6.312	6.156	5.961	5.965	5.867	6.059	5.754
6.457	6.172	5.902	5.898	5.922	6.051	5.672
6.508	6.297	6.078	6.035	5.996	6.035	5.809
6.422	6.152	5.996	5.988	5.91	6.09	5.703
6.457	6.172	6.102	5.906	6	6.062	5.824
6.391	6.145	0	5.938	5.887	6.039	5.746
2.188	2.055	2.051	2	2.078	2.113	1.949
2.125	1.992	1.98	1.953	1.996	2.031	1.906
7.035	6.668	0	0	6.27	6.328	5.781
7.34	7.004	6.707	6.57	6.523	6.547	5.82
7.148	6.922	6.711	6.582	6.406	6.438	6.055
7.137	6.824	6.719	6.473	6.426	6.617	5.879
7.141	6.777	6.57	6.434	6.375	6.457	5.855
2.684	2.543	2.484	0	2.547	2.648	2.602
0	5.496	5.332	5.273	5.18	5.18	4.551
